<<<<<<< HEAD
frame_number,x,y,sequence_id,sequence_annotation,number_of_points,still_file,Path,site_id,CT_serial_number,Folder,xdim,ydim,cam_id,file_name,file_id,Time,Date,PA_cat,Dig,Num_an
24,709.7772327,408.5399546,OCCAJ11_2,Lt,3,a(7)_03.jpeg,F:\Stills\RPPNP\OCCAJ11Stills\,OCCAJ11,B131000470,OCCAJ11Stills,720,480,B13,a(7),a(7)_OCCAJ11,22:27:26,14/08/2015,strict,Y,
44,207.1099134,357.4789402,OCCAJ11_3,Lt,1,EK000002_01.jpeg,F:\Stills\RPPNP\OCCAJ11Stills\,OCCAJ11,B131000470,OCCAJ11Stills,720,480,B13,EK000002,EK000002_OCCAJ11,00:35:18,13/09/2015,strict,Y,
44,209.3792918,356.344251,OCCAJ11_4,Lt,7,EK000002_01.jpeg,F:\Stills\RPPNP\OCCAJ11Stills\,OCCAJ11,B131000470,OCCAJ11Stills,720,480,B13,EK000002,EK000002_OCCAJ11,00:35:18,13/09/2015,strict,Y,
45,232.073076,362.017697,OCCAJ11_4,Lt,7,EK000002_02.jpeg,F:\Stills\RPPNP\OCCAJ11Stills\,OCCAJ11,B131000470,OCCAJ11Stills,720,480,B13,EK000002,EK000002_OCCAJ11,00:35:18,13/09/2015,strict,Y,
46,294.4809824,377.9033459,OCCAJ11_4,Lt,7,EK000002_03.jpeg,F:\Stills\RPPNP\OCCAJ11Stills\,OCCAJ11,B131000470,OCCAJ11Stills,720,480,B13,EK000002,EK000002_OCCAJ11,00:35:18,13/09/2015,strict,Y,
47,364.8317133,391.5196164,OCCAJ11_4,Lt,7,EK000002_04.jpeg,F:\Stills\RPPNP\OCCAJ11Stills\,OCCAJ11,B131000470,OCCAJ11Stills,720,480,B13,EK000002,EK000002_OCCAJ11,00:35:18,13/09/2015,strict,Y,
48,440.8558903,408.5399546,OCCAJ11_4,Lt,7,EK000002_05.jpeg,F:\Stills\RPPNP\OCCAJ11Stills\,OCCAJ11,B131000470,OCCAJ11Stills,720,480,B13,EK000002,EK000002_OCCAJ11,00:35:18,13/09/2015,strict,Y,
49,534.46775,422.1562251,OCCAJ11_4,Lt,7,EK000002_06.jpeg,F:\Stills\RPPNP\OCCAJ11Stills\,OCCAJ11,B131000470,OCCAJ11Stills,720,480,B13,EK000002,EK000002_OCCAJ11,00:35:18,13/09/2015,strict,Y,
50,644.8260513,432.4438633,OCCAJ11_4,Lt,7,EK000002_07.jpeg,F:\Stills\RPPNP\OCCAJ11Stills\,OCCAJ11,B131000470,OCCAJ11Stills,720,480,B13,EK000002,EK000002_OCCAJ11,00:35:18,13/09/2015,strict,Y,
66,145.4079757,357.624676,OCCAJ11_5,Lt,1,EK000007_01.jpeg,F:\Stills\RPPNP\OCCAJ11Stills\,OCCAJ11,B131000470,OCCAJ11Stills,720,480,B13,EK000007,EK000007_OCCAJ11,01:25:58,22/09/2015,strict,Y,
66,146.3432156,358.5599158,OCCAJ11_6,Lt,6,EK000007_01.jpeg,F:\Stills\RPPNP\OCCAJ11Stills\,OCCAJ11,B131000470,OCCAJ11Stills,720,480,B13,EK000007,EK000007_OCCAJ11,01:25:58,22/09/2015,strict,Y,
67,201.5223662,364.1713548,OCCAJ11_6,Lt,6,EK000007_02.jpeg,F:\Stills\RPPNP\OCCAJ11Stills\,OCCAJ11,B131000470,OCCAJ11Stills,720,480,B13,EK000007,EK000007_OCCAJ11,01:25:58,22/09/2015,strict,Y,
68,218.3566834,364.1713548,OCCAJ11_6,Lt,6,EK000007_03.jpeg,F:\Stills\RPPNP\OCCAJ11Stills\,OCCAJ11,B131000470,OCCAJ11Stills,720,480,B13,EK000007,EK000007_OCCAJ11,01:25:58,22/09/2015,strict,Y,
69,361.4483792,388.4875907,OCCAJ11_6,Lt,6,EK000007_04.jpeg,F:\Stills\RPPNP\OCCAJ11Stills\,OCCAJ11,B131000470,OCCAJ11Stills,720,480,B13,EK000007,EK000007_OCCAJ11,01:25:58,22/09/2015,strict,Y,
70,468.0657212,403.4514282,OCCAJ11_6,Lt,6,EK000007_05.jpeg,F:\Stills\RPPNP\OCCAJ11Stills\,OCCAJ11,B131000470,OCCAJ11Stills,720,480,B13,EK000007,EK000007_OCCAJ11,01:25:58,22/09/2015,strict,Y,
71,636.4088928,413.7390535,OCCAJ11_6,Lt,6,EK000007_06.jpeg,F:\Stills\RPPNP\OCCAJ11Stills\,OCCAJ11,B131000470,OCCAJ11Stills,720,480,B13,EK000007,EK000007_OCCAJ11,01:25:58,22/09/2015,strict,Y,
125,1801.493974,2009.829448,OCCAJ11_7,0.2,1,EK000060.JPG,F:\Stills\RPPNP\OCCAJ11Stills\,OCCAJ11,B131000470,OCCAJ11Stills,3264,2448,B13,EK000060.JPG,EK000060.JPG_OCCAJ11,NA,NA,NA,Y,
125,1806.167526,878.8299394,OCCAJ11_8,0.4,1,EK000060.JPG,F:\Stills\RPPNP\OCCAJ11Stills\,OCCAJ11,B131000470,OCCAJ11Stills,3264,2448,B13,EK000060.JPG,EK000060.JPG_OCCAJ11,NA,NA,NA,Y,
128,1694.002286,1593.883348,OCCAJ11_9,0.2,1,EK000063.JPG,F:\Stills\RPPNP\OCCAJ11Stills\,OCCAJ11,B131000470,OCCAJ11Stills,3264,2448,B13,EK000063.JPG,EK000063.JPG_OCCAJ11,NA,NA,NA,Y,
128,1698.675837,1065.772007,OCCAJ11_10,0.4,1,EK000063.JPG,F:\Stills\RPPNP\OCCAJ11Stills\,OCCAJ11,B131000470,OCCAJ11Stills,3264,2448,B13,EK000063.JPG,EK000063.JPG_OCCAJ11,NA,NA,NA,Y,
133,1908.985663,1369.552867,OCCAJ11_11,0.2,1,EK000068.JPG,F:\Stills\RPPNP\OCCAJ11Stills\,OCCAJ11,B131000470,OCCAJ11Stills,3264,2448,B13,EK000068.JPG,EK000068.JPG_OCCAJ11,NA,NA,NA,Y,
133,1899.63856,1033.057145,OCCAJ11_12,0.4,1,EK000068.JPG,F:\Stills\RPPNP\OCCAJ11Stills\,OCCAJ11,B131000470,OCCAJ11Stills,3264,2448,B13,EK000068.JPG,EK000068.JPG_OCCAJ11,NA,NA,NA,Y,
138,3217.580136,2238.833481,OCCAJ11_13,0.2,1,EK000073.JPG,F:\Stills\RPPNP\OCCAJ11Stills\,OCCAJ11,B131000470,OCCAJ11Stills,3264,2448,B13,EK000073.JPG,EK000073.JPG_OCCAJ11,NA,NA,NA,Y,
138,3231.600791,804.0531124,OCCAJ11_14,0.4,1,EK000073.JPG,F:\Stills\RPPNP\OCCAJ11Stills\,OCCAJ11,B131000470,OCCAJ11Stills,3264,2448,B13,EK000073.JPG,EK000073.JPG_OCCAJ11,NA,NA,NA,Y,
143,2923.14638,1533.127176,OCCAJ11_15,0.2,1,EK000078.JPG,F:\Stills\RPPNP\OCCAJ11Stills\,OCCAJ11,B131000470,OCCAJ11Stills,3264,2448,B13,EK000078.JPG,EK000078.JPG_OCCAJ11,NA,NA,NA,Y,
143,2918.472828,948.9332147,OCCAJ11_16,0.4,1,EK000078.JPG,F:\Stills\RPPNP\OCCAJ11Stills\,OCCAJ11,B131000470,OCCAJ11Stills,3264,2448,B13,EK000078.JPG,EK000078.JPG_OCCAJ11,NA,NA,NA,Y,
146,2610.018416,1350.85866,OCCAJ11_17,0.2,1,EK000081.JPG,F:\Stills\RPPNP\OCCAJ11Stills\,OCCAJ11,B131000470,OCCAJ11Stills,3264,2448,B13,EK000081.JPG,EK000081.JPG_OCCAJ11,NA,NA,NA,Y,
146,2600.671313,986.3216282,OCCAJ11_18,0.4,1,EK000081.JPG,F:\Stills\RPPNP\OCCAJ11Stills\,OCCAJ11,B131000470,OCCAJ11Stills,3264,2448,B13,EK000081.JPG,EK000081.JPG_OCCAJ11,NA,NA,NA,Y,
151,633.1060525,2023.850103,OCCAJ11_19,0.2,1,EK000086.JPG,F:\Stills\RPPNP\OCCAJ11Stills\,OCCAJ11,B131000470,OCCAJ11Stills,3264,2448,B13,EK000086.JPG,EK000086.JPG_OCCAJ11,NA,NA,NA,Y,
151,577.0234322,920.8919046,OCCAJ11_20,0.4,1,EK000086.JPG,F:\Stills\RPPNP\OCCAJ11Stills\,OCCAJ11,B131000470,OCCAJ11Stills,3264,2448,B13,EK000086.JPG,EK000086.JPG_OCCAJ11,NA,NA,NA,Y,
152,749.9448447,1682.68083,OCCAJ11_21,0.2,1,EK000087.JPG,F:\Stills\RPPNP\OCCAJ11Stills\,OCCAJ11,B131000470,OCCAJ11Stills,3264,2448,B13,EK000087.JPG,EK000087.JPG_OCCAJ11,NA,NA,NA,Y,
152,735.9241896,1149.895937,OCCAJ11_22,0.4,1,EK000087.JPG,F:\Stills\RPPNP\OCCAJ11Stills\,OCCAJ11,B131000470,OCCAJ11Stills,3264,2448,B13,EK000087.JPG,EK000087.JPG_OCCAJ11,NA,NA,NA,Y,
157,955.5811189,1420.961935,OCCAJ11_23,0.2,1,EK000092.JPG,F:\Stills\RPPNP\OCCAJ11Stills\,OCCAJ11,B131000470,OCCAJ11Stills,3264,2448,B13,EK000092.JPG,EK000092.JPG_OCCAJ11,NA,NA,NA,Y,
157,960.2546706,1107.833972,OCCAJ11_24,0.4,1,EK000092.JPG,F:\Stills\RPPNP\OCCAJ11Stills\,OCCAJ11,B131000470,OCCAJ11Stills,3264,2448,B13,EK000092.JPG,EK000092.JPG_OCCAJ11,NA,NA,NA,Y,
175,2768.919174,1299.449591,OCCAJ11_27,0.2,1,EK000110.JPG,F:\Stills\RPPNP\OCCAJ11Stills\,OCCAJ11,B131000470,OCCAJ11Stills,3264,2448,B13,EK000110.JPG,EK000110.JPG_OCCAJ11,NA,NA,NA,Y,
175,2740.877864,958.2803181,OCCAJ11_28,0.4,1,EK000110.JPG,F:\Stills\RPPNP\OCCAJ11Stills\,OCCAJ11,B131000470,OCCAJ11Stills,3264,2448,B13,EK000110.JPG,EK000110.JPG_OCCAJ11,NA,NA,NA,Y,
177,315.3045377,1477.044555,OCCAJ11_25,0.2,1,EK000112.JPG,F:\Stills\RPPNP\OCCAJ11Stills\,OCCAJ11,B131000470,OCCAJ11Stills,3264,2448,B13,EK000112.JPG,EK000112.JPG_OCCAJ11,NA,NA,NA,Y,
177,273.2425725,1126.528179,OCCAJ11_26,0.4,1,EK000112.JPG,F:\Stills\RPPNP\OCCAJ11Stills\,OCCAJ11,B131000470,OCCAJ11Stills,3264,2448,B13,EK000112.JPG,EK000112.JPG_OCCAJ11,NA,NA,NA,Y,
187,2684.795243,1505.085866,OCCAJ11_29,0.2,1,EK000122.JPG,F:\Stills\RPPNP\OCCAJ11Stills\,OCCAJ11,B131000470,OCCAJ11Stills,3264,2448,B13,EK000122.JPG,EK000122.JPG_OCCAJ11,NA,NA,NA,Y,
187,2694.142347,990.9951799,OCCAJ11_30,0.4,1,EK000122.JPG,F:\Stills\RPPNP\OCCAJ11Stills\,OCCAJ11,B131000470,OCCAJ11Stills,3264,2448,B13,EK000122.JPG,EK000122.JPG_OCCAJ11,NA,NA,NA,Y,
NA,NA,NA,OCCAJ11_31,Lt,NA,NA,NA,OCCAJ11,NA,NA,NA,NA,NA,a(5),NA,19:59:54,06/08/2015,strict,N,
2,1297.8,1335.6,OCCAJ12_0,0.3,1,EK000072.JPG,F:\Stills\RPPNP\OCCAJ12Stills\,OCCAJ12,B140806204,OCCAJ12Stills,2592,1944,B14,EK000072.JPG,EK000072.JPG_OCCAJ12,NA,NA,NA,Y,
2,1315.8,835.2,OCCAJ12_1,0.4,1,EK000072.JPG,F:\Stills\RPPNP\OCCAJ12Stills\,OCCAJ12,B140806204,OCCAJ12Stills,2592,1944,B14,EK000072.JPG,EK000072.JPG_OCCAJ12,NA,NA,NA,Y,
6,1445.4,1260,OCCAJ12_2,0.2,1,EK000076.JPG,F:\Stills\RPPNP\OCCAJ12Stills\,OCCAJ12,B140806204,OCCAJ12Stills,2592,1944,B14,EK000076.JPG,EK000076.JPG_OCCAJ12,NA,NA,NA,Y,
6,1434.6,842.4,OCCAJ12_3,0.4,1,EK000076.JPG,F:\Stills\RPPNP\OCCAJ12Stills\,OCCAJ12,B140806204,OCCAJ12Stills,2592,1944,B14,EK000076.JPG,EK000076.JPG_OCCAJ12,NA,NA,NA,Y,
8,647.1672234,406.8156749,OCCAJ12_4,Lt,1,EK000078_01.jpeg,F:\Stills\RPPNP\OCCAJ12Stills\,OCCAJ12,B140806204,OCCAJ12Stills,640,480,B14,EK000078,EK000078_OCCAJ12,05:13:14,02/10/2015,strict,Y,
39,1512.544998,1141.545826,OCCAJ12_5,0.2,1,EK000087.JPG,F:\Stills\RPPNP\OCCAJ12Stills\,OCCAJ12,B140806204,OCCAJ12Stills,2592,1944,B14,EK000087.JPG,EK000087.JPG_OCCAJ12,NA,NA,NA,Y,
39,1520.085516,892.70874,OCCAJ12_6,0.4,1,EK000087.JPG,F:\Stills\RPPNP\OCCAJ12Stills\,OCCAJ12,B140806204,OCCAJ12Stills,2592,1944,B14,EK000087.JPG,EK000087.JPG_OCCAJ12,NA,NA,NA,Y,
42,1629.423023,1047.289354,OCCAJ12_7,0.2,1,EK000090.JPG,F:\Stills\RPPNP\OCCAJ12Stills\,OCCAJ12,B140806204,OCCAJ12Stills,2592,1944,B14,EK000090.JPG,EK000090.JPG_OCCAJ12,NA,NA,NA,Y,
42,1629.423023,881.3979634,OCCAJ12_8,0.4,1,EK000090.JPG,F:\Stills\RPPNP\OCCAJ12Stills\,OCCAJ12,B140806204,OCCAJ12Stills,2592,1944,B14,EK000090.JPG,EK000090.JPG_OCCAJ12,NA,NA,NA,Y,
57,226.8867216,1741.016987,OCCAJ12_9,0.2,1,EK000105.JPG,F:\Stills\RPPNP\OCCAJ12Stills\,OCCAJ12,B140806204,OCCAJ12Stills,2592,1944,B14,EK000105.JPG,EK000105.JPG_OCCAJ12,NA,NA,NA,Y,
57,196.7246506,915.3302933,OCCAJ12_10,0.4,1,EK000105.JPG,F:\Stills\RPPNP\OCCAJ12Stills\,OCCAJ12,B140806204,OCCAJ12Stills,2592,1944,B14,EK000105.JPG,EK000105.JPG_OCCAJ12,NA,NA,NA,Y,
67,189.1841328,1292.356181,OCCAJ12_11,0.2,1,EK000115.JPG,F:\Stills\RPPNP\OCCAJ12Stills\,OCCAJ12,B140806204,OCCAJ12Stills,2592,1944,B14,EK000115.JPG,EK000115.JPG_OCCAJ12,NA,NA,NA,Y,
67,159.0220618,949.2626232,OCCAJ12_12,0.4,1,EK000115.JPG,F:\Stills\RPPNP\OCCAJ12Stills\,OCCAJ12,B140806204,OCCAJ12Stills,2592,1944,B14,EK000115.JPG,EK000115.JPG_OCCAJ12,NA,NA,NA,Y,
80,121.3194731,1141.545826,OCCAJ12_13,0.2,1,EK000128.JPG,F:\Stills\RPPNP\OCCAJ12Stills\,OCCAJ12,B140806204,OCCAJ12Stills,2592,1944,B14,EK000128.JPG,EK000128.JPG_OCCAJ12,NA,NA,NA,Y,
80,110.0086964,979.4246942,OCCAJ12_14,0.4,1,EK000128.JPG,F:\Stills\RPPNP\OCCAJ12Stills\,OCCAJ12,B140806204,OCCAJ12Stills,2592,1944,B14,EK000128.JPG,EK000128.JPG_OCCAJ12,NA,NA,NA,Y,
89,2213.813149,1609.057926,OCCAJ12_15,0.2,1,EK000137.JPG,F:\Stills\RPPNP\OCCAJ12Stills\,OCCAJ12,B140806204,OCCAJ12Stills,2592,1944,B14,EK000137.JPG,EK000137.JPG_OCCAJ12,NA,NA,NA,Y,
89,2202.502372,779.6009738,OCCAJ12_16,0.4,1,EK000137.JPG,F:\Stills\RPPNP\OCCAJ12Stills\,OCCAJ12,B140806204,OCCAJ12Stills,2592,1944,B14,EK000137.JPG,EK000137.JPG_OCCAJ12,NA,NA,NA,Y,
93,2044.1515,1201.869968,OCCAJ12_17,0.2,1,EK000141.JPG,F:\Stills\RPPNP\OCCAJ12Stills\,OCCAJ12,B140806204,OCCAJ12Stills,2592,1944,B14,EK000141.JPG,EK000141.JPG_OCCAJ12,NA,NA,NA,Y,
93,2051.692017,824.8440803,OCCAJ12_18,0.4,1,EK000141.JPG,F:\Stills\RPPNP\OCCAJ12Stills\,OCCAJ12,B140806204,OCCAJ12Stills,2592,1944,B14,EK000141.JPG,EK000141.JPG_OCCAJ12,NA,NA,NA,Y,
100,1934.813992,1073.681166,OCCAJ12_19,0.2,1,EK000148.JPG,F:\Stills\RPPNP\OCCAJ12Stills\,OCCAJ12,B140806204,OCCAJ12Stills,2592,1944,B14,EK000148.JPG,EK000148.JPG_OCCAJ12,NA,NA,NA,Y,
100,1942.35451,888.9384812,OCCAJ12_20,0.4,1,EK000148.JPG,F:\Stills\RPPNP\OCCAJ12Stills\,OCCAJ12,B140806204,OCCAJ12Stills,2592,1944,B14,EK000148.JPG,EK000148.JPG_OCCAJ12,NA,NA,NA,Y,
108,1033.722121,1183.018673,OCCAJ12_21,0.2,1,EK000156.JPG,F:\Stills\RPPNP\OCCAJ12Stills\,OCCAJ12,B140806204,OCCAJ12Stills,2592,1944,B14,EK000156.JPG,EK000156.JPG_OCCAJ12,NA,NA,NA,Y,
108,1037.49238,892.70874,OCCAJ12_22,0.4,1,EK000156.JPG,F:\Stills\RPPNP\OCCAJ12Stills\,OCCAJ12,B140806204,OCCAJ12Stills,2592,1944,B14,EK000156.JPG,EK000156.JPG_OCCAJ12,NA,NA,NA,Y,
122,679.3177866,1137.775567,OCCAJ12_23,0.2,1,EK000170.JPG,F:\Stills\RPPNP\OCCAJ12Stills\,OCCAJ12,B140806204,OCCAJ12Stills,2592,1944,B14,EK000170.JPG,EK000170.JPG_OCCAJ12,NA,NA,NA,Y,
122,686.8583044,941.7221054,OCCAJ12_24,0.4,1,EK000170.JPG,F:\Stills\RPPNP\OCCAJ12Stills\,OCCAJ12,B140806204,OCCAJ12Stills,2592,1944,B14,EK000170.JPG,EK000170.JPG_OCCAJ12,NA,NA,NA,Y,
0,355.1111111,320,OCCAJ13_0,Mt,1,a(3)_01.jpeg,F:\Stills\RPPNP\OCCAJ13Stills\,OCCAJ13,B140415863,OCCAJ13Stills,640,480,B14,a(3),a(3)_OCCAJ13,21:06,06/08/2015,strict,Y,
0,362.2222222,324.4444444,OCCAJ13_1,Mt,8,a(3)_01.jpeg,F:\Stills\RPPNP\OCCAJ13Stills\,OCCAJ13,B140415863,OCCAJ13Stills,640,480,B14,a(3),a(3)_OCCAJ13,21:06,06/08/2015,strict,Y,
4,371.1111111,328.8888889,OCCAJ13_1,Mt,8,a(3)_05.jpeg,F:\Stills\RPPNP\OCCAJ13Stills\,OCCAJ13,B140415863,OCCAJ13Stills,640,480,B14,a(3),a(3)_OCCAJ13,21:06,06/08/2015,strict,Y,
10,383.5555556,332.4444241,OCCAJ13_1,Mt,8,a(3)_11.jpeg,F:\Stills\RPPNP\OCCAJ13Stills\,OCCAJ13,B140415863,OCCAJ13Stills,640,480,B14,a(3),a(3)_OCCAJ13,21:06,06/08/2015,strict,Y,
14,397.7777778,332.4444444,OCCAJ13_1,Mt,8,a(3)_15.jpeg,F:\Stills\RPPNP\OCCAJ13Stills\,OCCAJ13,B140415863,OCCAJ13Stills,640,480,B14,a(3),a(3)_OCCAJ13,21:06,06/08/2015,strict,Y,
15,433.3333333,334.2222222,OCCAJ13_1,Mt,8,a(3)_16.jpeg,F:\Stills\RPPNP\OCCAJ13Stills\,OCCAJ13,B140415863,OCCAJ13Stills,640,480,B14,a(3),a(3)_OCCAJ13,21:06,06/08/2015,strict,Y,
17,446.6666667,334.2222222,OCCAJ13_1,Mt,8,a(3)_18.jpeg,F:\Stills\RPPNP\OCCAJ13Stills\,OCCAJ13,B140415863,OCCAJ13Stills,640,480,B14,a(3),a(3)_OCCAJ13,21:06,06/08/2015,strict,Y,
20,459.1111111,334.2222222,OCCAJ13_1,Mt,8,a(3)_21.jpeg,F:\Stills\RPPNP\OCCAJ13Stills\,OCCAJ13,B140415863,OCCAJ13Stills,640,480,B14,a(3),a(3)_OCCAJ13,21:06,06/08/2015,strict,Y,
21,459.1111111,334.2222222,OCCAJ13_1,Mt,8,a(3)_22.jpeg,F:\Stills\RPPNP\OCCAJ13Stills\,OCCAJ13,B140415863,OCCAJ13Stills,640,480,B14,a(3),a(3)_OCCAJ13,21:06,06/08/2015,strict,Y,
22,196.8888889,453.3333333,OCCAJ13_2,Mt,1,a(4)_01.jpeg,F:\Stills\RPPNP\OCCAJ13Stills\,OCCAJ13,B140415863,OCCAJ13Stills,640,480,B14,a(4),a(4)_OCCAJ13,21:07,06/08/2015,strict,Y,
45,991.8280222,1395.042776,OCCAJ13_3,0.3,1,EK000205.JPG,F:\Stills\RPPNP\OCCAJ13Stills\,OCCAJ13,B140415863,OCCAJ13Stills,2592,1944,B14,EK000205.JPG,EK000205.JPG_OCCAJ13,NA,NA,NA,Y,
45,1023.780428,959.6912424,OCCAJ13_4,0.4,1,EK000205.JPG,F:\Stills\RPPNP\OCCAJ13Stills\,OCCAJ13,B140415863,OCCAJ13Stills,2592,1944,B14,EK000205.JPG,EK000205.JPG_OCCAJ13,NA,NA,NA,Y,
47,1431.173607,1387.054674,OCCAJ13_5,0.3,1,EK000207.JPG,F:\Stills\RPPNP\OCCAJ13Stills\,OCCAJ13,B140415863,OCCAJ13Stills,2592,1944,B14,EK000207.JPG,EK000207.JPG_OCCAJ13,NA,NA,NA,Y,
47,1455.137911,931.732887,OCCAJ13_6,0.4,1,EK000207.JPG,F:\Stills\RPPNP\OCCAJ13Stills\,OCCAJ13,B140415863,OCCAJ13Stills,2592,1944,B14,EK000207.JPG,EK000207.JPG_OCCAJ13,NA,NA,NA,Y,
50,1411.203353,1454.953537,OCCAJ13_7,0.2,1,EK000210.JPG,F:\Stills\RPPNP\OCCAJ13Stills\,OCCAJ13,B140415863,OCCAJ13Stills,2592,1944,B14,EK000210.JPG,EK000210.JPG_OCCAJ13,NA,NA,NA,Y,
50,1467.120063,951.7031408,OCCAJ13_8,0.4,1,EK000210.JPG,F:\Stills\RPPNP\OCCAJ13Stills\,OCCAJ13,B140415863,OCCAJ13Stills,2592,1944,B14,EK000210.JPG,EK000210.JPG_OCCAJ13,NA,NA,NA,Y,
55,1463.126013,1243.268847,OCCAJ13_9,0.2,1,EK000215.JPG,F:\Stills\RPPNP\OCCAJ13Stills\,OCCAJ13,B140415863,OCCAJ13Stills,2592,1944,B14,EK000215.JPG,EK000215.JPG_OCCAJ13,NA,NA,NA,Y,
55,1503.06652,911.7626332,OCCAJ13_10,0.4,1,EK000215.JPG,F:\Stills\RPPNP\OCCAJ13Stills\,OCCAJ13,B140415863,OCCAJ13Stills,2592,1944,B14,EK000215.JPG,EK000215.JPG_OCCAJ13,NA,NA,NA,Y,
62,1495.078419,1147.411628,OCCAJ13_11,0.2,1,EK000222.JPG,F:\Stills\RPPNP\OCCAJ13Stills\,OCCAJ13,B140415863,OCCAJ13Stills,2592,1944,B14,EK000222.JPG,EK000222.JPG_OCCAJ13,NA,NA,NA,Y,
62,1519.042723,947.7090901,OCCAJ13_12,0.4,1,EK000222.JPG,F:\Stills\RPPNP\OCCAJ13Stills\,OCCAJ13,B140415863,OCCAJ13Stills,2592,1944,B14,EK000222.JPG,EK000222.JPG_OCCAJ13,NA,NA,NA,Y,
67,1650.846399,1111.465172,OCCAJ13_13,0.2,1,EK000227.JPG,F:\Stills\RPPNP\OCCAJ13Stills\,OCCAJ13,B140415863,OCCAJ13Stills,2592,1944,B14,EK000227.JPG,EK000227.JPG_OCCAJ13,NA,NA,NA,Y,
67,1655.07046,962.724858,OCCAJ13_14,0.4,1,EK000227.JPG,F:\Stills\RPPNP\OCCAJ13Stills\,OCCAJ13,B140415863,OCCAJ13Stills,2592,1944,B14,EK000227.JPG,EK000227.JPG_OCCAJ13,NA,NA,NA,Y,
69,171.4749702,1676.919141,OCCAJ13_15,0.2,1,EK000229.JPG,F:\Stills\RPPNP\OCCAJ13Stills\,OCCAJ13,B140415863,OCCAJ13Stills,2592,1944,B14,EK000229.JPG,EK000229.JPG_OCCAJ13,NA,NA,NA,Y,
69,205.6135993,925.8693004,OCCAJ13_16,0.4,1,EK000229.JPG,F:\Stills\RPPNP\OCCAJ13Stills\,OCCAJ13,B140415863,OCCAJ13Stills,2592,1944,B14,EK000229.JPG,EK000229.JPG_OCCAJ13,NA,NA,NA,Y,
73,425.6180981,1305.187402,OCCAJ13_17,0.2,1,EK000233.JPG,F:\Stills\RPPNP\OCCAJ13Stills\,OCCAJ13,B140415863,OCCAJ13Stills,2592,1944,B14,EK000233.JPG,EK000233.JPG_OCCAJ13,NA,NA,NA,Y,
73,425.6180981,944.8352054,OCCAJ13_18,0.4,1,EK000233.JPG,F:\Stills\RPPNP\OCCAJ13Stills\,OCCAJ13,B140415863,OCCAJ13Stills,2592,1944,B14,EK000233.JPG,EK000233.JPG_OCCAJ13,NA,NA,NA,Y,
79,664.588502,1149.66698,OCCAJ13_19,0.2,1,EK000239.JPG,F:\Stills\RPPNP\OCCAJ13Stills\,OCCAJ13,B140415863,OCCAJ13Stills,2592,1944,B14,EK000239.JPG,EK000239.JPG_OCCAJ13,NA,NA,NA,Y,
79,660.795321,914.4897573,OCCAJ13_20,0.4,1,EK000239.JPG,F:\Stills\RPPNP\OCCAJ13Stills\,OCCAJ13,B140415863,OCCAJ13Stills,2592,1944,B14,EK000239.JPG,EK000239.JPG_OCCAJ13,NA,NA,NA,Y,
85,2333.588148,1498.639633,OCCAJ13_21,0.2,1,EK000245.JPG,F:\Stills\RPPNP\OCCAJ13Stills\,OCCAJ13,B140415863,OCCAJ13Stills,2592,1944,B14,EK000245.JPG,EK000245.JPG_OCCAJ13,NA,NA,NA,Y,
85,2307.035881,948.6283864,OCCAJ13_22,0.4,1,EK000245.JPG,F:\Stills\RPPNP\OCCAJ13Stills\,OCCAJ13,B140415863,OCCAJ13Stills,2592,1944,B14,EK000245.JPG,EK000245.JPG_OCCAJ13,NA,NA,NA,Y,
107,2018.754124,1153.460161,OCCAJ13_23,0.2,1,EK000267.JPG,F:\Stills\RPPNP\OCCAJ13Stills\,OCCAJ13,B140415863,OCCAJ13Stills,2592,1944,B14,EK000267.JPG,EK000267.JPG_OCCAJ13,NA,NA,NA,Y,
107,2026.340486,956.2147485,OCCAJ13_24,0.4,1,EK000267.JPG,F:\Stills\RPPNP\OCCAJ13Stills\,OCCAJ13,B140415863,OCCAJ13Stills,2592,1944,B14,EK000267.JPG,EK000267.JPG_OCCAJ13,NA,NA,NA,Y,
116,2280.483614,1138.287437,OCCAJ13_25,0.2,1,EK000276.JPG,F:\Stills\RPPNP\OCCAJ13Stills\,OCCAJ13,B140415863,OCCAJ13Stills,2592,1944,B14,EK000276.JPG,EK000276.JPG_OCCAJ13,NA,NA,NA,Y,
116,2284.276795,967.5942915,OCCAJ13_26,0.4,1,EK000276.JPG,F:\Stills\RPPNP\OCCAJ13Stills\,OCCAJ13,B140415863,OCCAJ13Stills,2592,1944,B14,EK000276.JPG,EK000276.JPG_OCCAJ13,NA,NA,NA,Y,
127,1024.940698,1308.980583,OCCAJ13_29,0.2,1,EK000287.JPG,F:\Stills\RPPNP\OCCAJ13Stills\,OCCAJ13,B140415863,OCCAJ13Stills,2592,1944,B14,EK000287.JPG,EK000287.JPG_OCCAJ13,NA,NA,NA,Y,
127,1051.492965,918.2829383,OCCAJ13_30,0.4,1,EK000287.JPG,F:\Stills\RPPNP\OCCAJ13Stills\,OCCAJ13,B140415863,OCCAJ13Stills,2592,1944,B14,EK000287.JPG,EK000287.JPG_OCCAJ13,NA,NA,NA,Y,
